   age      spacing  sibs    time   status
  22.4       860      4      1851      0
  25.9       535      3       360      0
  23.7      1086      3       422      0
  27.2       848      4       127      0
  24.1      1080      4      1172      0
  23.7       943      2      1035      0
  20.6       566      1      1468      0
  25.5       908      1       441      0
  27.2       929      2        81      0
  24.0       761      2       609      0
  21.7      1083      2      1362      0
  27.2       634      1       273      0
  25.4       636      4       720      0
  23.7      1181      3      1057      0
  19.3       986      4      2542      1
  21.6      2375      4       631      0
  24.6      1132      2       625      0
  26.9       529      3       498      0
  20.8       881      3      2472      0
  19.9       456      3       464      1
  20.0      1796      1      1603      0
  20.7      2111      3      1372      0
  22.8       800      3       858      0
  26.5       693      3       397      0
  24.3       791      1       985      1
  25.7       922      3       445      0
  25.2       754      1      1161      0
  24.5      1491      3       371      0
  28.2       728      3        72      0
  18.9      1588      3      1930      0
  24.8      1102      1       964      0
  21.9      1267      4      1828      0
  23.1       987      1       878      0
  24.3       725      1      1443      0
  21.9      1117      2      1466      0
  25.6       842      4       721      0
  21.6      1949      4       875      0
  22.2      1128      3       406      0
  20.9      1343      4      1993      0
  23.7       755      1      1038      0
  26.5      1162      1       166      0
  23.3      1156      4      1363      0
  25.8      1119      3        10      0
  19.5      1073      4       923      1
  27.2       396      3       662      0
  24.0       750      1      1279      0
  20.9       523      3      2994      0
  23.9       740      4      1442      1
  24.0       874      4      1160      0
  20.9      2411      1      1105      0
  25.6      1182      3       466      0
  26.4      1035      2       176      0
  23.3       484      1       750      1
  23.1      1052      2      1406      0
  24.4       554      3       903      0
  28.6       485      2        49      0
  28.5       695      4        20      0
  25.8       705      2       756      0
  22.2       526      2      1218      0
  19.7      2072      1      1826      0
  19.6       647      2      1033      1
  23.3      1054      4       890      0
  23.1      1554      4      1008      0
  23.6      1016      4      1143      0
  21.0      2307      3      1177      0
  24.8       800      4        16      0
  24.7       785      1      1055      0
  21.1       681      3      2660      0
  27.1       586      1       452      0
  22.3      1544      1       401      1
  26.6       836      3       462      0
  20.1       701      2       577      1
  24.7       919      4       436      0
  19.2       560      2      3423      0
  21.0       473      4       752      1
  27.2       620      1        19      0
  24.3      1037      3       533      0
  26.0       784      4       436      0
  24.9       818      1       623      0
  23.4       943      2      1033      0
  22.1       844      3       944      1
  21.5       503      2      2158      1
  19.9      1460      3      2089      0
  24.5       685      3       790      0
  20.9       621      1      2936      0
  17.4      1148      3      2920      0
  22.0      1631      2      1422      0
  24.6      1787      4       258      0
  25.9      1139      4       308      0
  24.5      1098      2       467      0
  24.1      1070      4       463      0
  22.9      2229      2       211      0
  21.5      1744      1       905      0
  28.2       427      1       233      0
  20.5       683      4      2905      0
  27.2       738      2       213      0
  26.2       711      1       457      0
  21.1      2499      3       267      0
  26.3       819      1        76      0
  21.8      1199      3      1366      1
  25.7      1121      4       442      0
  19.5       752      1       839      1
  27.5       768      4       157      0
  27.7       589      4       318      0
  24.9      1215      2       555      0
  25.1      1849      1        56      0
  25.7       725      2       510      0
  24.9       695      4      1004      1
  19.8       729      3       366      0
  19.3       638      2      3284      0
  21.6       734      3      1130      1
  27.5       663      4        41      0
  22.4       756      1      1110      1
  20.4      1438      3      2167      0
  23.9       622      3       591      1
  25.4       724      4       356      0
  21.0       757      2      2551      0
  24.0       817      3       296      0
  25.8       603      3       687      0
  26.6       798      2       184      0
  23.0      1556      1       789      0
  25.6       787      2       900      0
  23.5       739      4       694      1
  23.6      1867      2       506      0
  26.0       989      1       327      0
  27.6       580      1       164      0
  23.6      1290      4      1172      0
  26.0      1042      3       492      0
  20.5      1039      2      2390      0
  23.1      1863      3       560      0
  23.5      1885      1        39      0
  24.0       995      1       779      0
  24.5       810      1      1184      0
  23.0       577      4       527      0
  24.0      1738      2       479      0
  26.2       759      1       395      0
  26.6      1348      1        45      0
  20.0       686      1      1627      1
  20.8       642      2      1074      0
  25.4       580      1       705      1
  18.6       866      3      3019      0
  24.5       789      1       643      1
  19.9       868      1      2541      0
  20.6       670      2      2922      0
  22.3       663      3      1773      0
  21.9       900      1      2015      0
  20.7       665      1      2148      0
  24.9       752      4       829      0
  25.2       829      3       962      0
  23.0       691      3        62      0
  21.1       613      1      1840      1
  20.9       650      4      1587      1
  25.6      1132      4       425      0
  22.0      1301      1       909      1
  26.7       606      4       818      0
  25.5       913      3       709      0
  24.9      1234      4       527      0
  22.7      1183      3      1217      0
  26.4       837      4       468      0
  25.0      1342      4       323      0
  20.2      1742      2      1494      0
  22.9       763      3      1567      0
  21.9       618      1      2440      0
  27.3      1061      3        57      0
  24.3       922      3       642      0
  25.6       612      3       625      1
  20.9      1735      3       519      0
  27.2       495      4       212      0
  19.9       886      2      1601      1
  22.7       674      1      1082      0
  23.1       933      4      1538      0
  26.2      1168      4       433      0
  25.0       590      2       846      0
  25.5       688      1       645      1
  19.3      1341      2       565      0
  26.7       715      1       668      0
  26.7      1266      3       115      0
  27.2       753      4       352      0
  19.6      1776      2      1342      0
  27.0       663      1       401      0
  26.0       992      3       296      0
  27.6       698      2       318      0
  24.0      1015      4       448      0
  21.7      1495      3      1558      0
  21.7      1063      1      2095      0
  25.5      1250      2       521      0
  27.4       557      1       513      0
  23.7      1469      4       241      0
  25.6       424      4       734      1
  23.1       652      4      1498      0
  20.4      1109      4      1605      1
  26.6       814      1       484      0
  28.5       552      3       109      0
  20.4       770      3       744      0
  22.1      1551      2       869      1
  23.9      1065      2      1329      0
  22.9      1030      2      1587      0
  25.7       466      1       790      0
  27.0       802      1       436      0
  24.2      1669      2       581      0
  27.1       979      4        48      0
  28.7       626      1        23      0
  20.6       603      4      2787      0
  26.1       946      1        74      0
  26.9       580      4       165      0
  19.9       852      1      1946      1
  19.4      1032      2      2537      0
  23.4      1150      1       992      0
  20.4      1706      1       953      0
  25.1      1561      1       377      0
  24.3       538      3      1454      0
  22.0      1036      3      1776      0
  22.7      1505      3        43      0
  26.4       574      1       507      0
  20.2      1616      4      2108      0
  26.6       486      2       472      0
  28.1       704      1       138      0
  22.1      1469      3      1300      0
  26.3       574      2       122      0
  25.0      1015      3        92      0
  25.2      1082      3       406      0
  20.8       576      1       652      1
  22.3      1225      3       259      0
  21.0      1322      4      1638      0
  27.7       537      2        40      0
  25.4       942      4       399      0
  22.8      1201      1      1444      0
  23.3       995      4       451      0
  24.7      1153      4       850      0
  20.2      1227      3       367      0
  21.2       683      1      2195      0
  24.4      1207      4      1039      0
  20.2       529      4      1980      1
  22.8       933      1       474      1
  26.3       591      1       511      0
  24.4       922      1       821      0
  20.7      3230      4       346      0
  23.8      1158      2       917      0
  21.8       896      2      1850      0
  24.2       590      1       775      0
  26.7      1102      4       165      0
  22.3      1400      4       310      0
  25.8       743      1       516      0
  21.1      1132      4      1978      0
  24.1      1520      4       601      0
  19.9      1799      4       823      1
  20.4       535      3      1570      1
  20.7       822      1      2550      0
  23.4      1460      2       710      0
  27.9       670      1       241      0
  25.4       544      1      1197      0
  26.5       889      1       541      0
  20.5       706      4      2526      0
  24.4       692      3      1202      0
  24.8      1066      4       538      0
  22.7      1152      2      1337      0
  26.7       800      1       239      0
  18.3      2003      4      2150      0
  25.2       985      2        80      0
  26.9       761      4       374      0
  20.5      1303      1      2029      0
  20.3      1338      3      2339      0
  19.3      2694      2       867      1
  25.8      1189      4       167      0
  27.1       848      1       172      0
  20.9       475      1      1528      1
  23.1      1087      2       999      0
  25.2       453      2      1482      0
  22.8       704      4      1471      0
  21.7      1347      1       647      1
  27.4       466      3       404      0
  22.9       561      4       754      1
  20.4      1494      4      1183      0
  22.0      1860      3       186      0
  24.1      1144      3      1162      0
  20.6      1232      3      1762      0
  20.2       962      2      1482      0
  27.6       545      2       452      0
  25.9       860      1       442      0
  20.9       648      4       893      1
  22.6      1320      1      1458      0
  21.6      1689      2      1058      1
  22.6       614      4      1336      0
  20.5       713      4       938      0
  20.0      1054      3      1803      1
  25.0       614      4       400      0
  22.8       853      1      1555      0
  22.6      1165      2      1469      1
  22.3      1771      3       380      0
  26.2       578      2      1004      0
  22.8       668      3       841      0
  23.8      1123      1       419      0
  21.7       965      1      1996      0
  26.9       700      4       202      0
  24.9      1182      2       405      0
  22.6      1012      1      1713      0
  22.8       708      2      1764      0
  26.8       701      4       131      0
  18.9      1741      4      1882      0
  24.5       659      4      1360      0
  20.8      1188      4      1923      0
  23.0      1242      4      1119      0
  22.5      1388      1      1472      0
  24.7       951      2       100      0
  21.3      2408      4       848      0
  24.0       757      3       722      1
  19.2      2172      1      1398      0
  25.5       716      1       904      0
  21.8       795      1      1899      0
  17.6       883      1      1090      1
  25.9       680      3       365      0
  22.9      1605      2       687      0
  25.7      1035      1       639      0
  21.3       725      4      1939      0
  24.9       309      3      1208      1
  24.6       594      4       874      0
  25.8      1079      3       193      0
  25.5      1382      1        77      0
  23.3      1150      2      1024      0
  26.2       522      4       253      0
  20.0       858      2      1782      1
  27.4       656      4       288      0
  24.6      1536      1       457      0
  26.1      1076      4        86      0
  24.4       962      2      1141      0
  23.7       654      1      1433      1
  24.5      1460      3        30      0
  23.5      1076      1       647      0
  25.6       997      1       346      0
  25.8       839      3       379      0
  25.1      1288      4       201      0
  20.8      1519      3      1944      0
  22.2      2018      2       569      0
  23.7      1088      1      1069      0
  21.4       761      2      1336      0
  22.4       637      2      1390      0
  28.1       659      1       144      0
  22.7      2026      2       300      0
  24.5      1240      3       954      0
  24.1       896      1       529      0
  20.1      2270      2       374      0
  27.0       784      3       225      0
  23.5      1417      1       764      0
  22.4       644      4      1781      0
  23.3      1641      4       922      0
  21.0      1199      3      1744      1
  22.0      1239      4      1552      0
  24.4      1210      3       551      0
  25.7       635      1       780      0
  20.1       630      1       742      1
  22.6       693      3       996      1
  20.9      2103      1      1236      0
  21.8      1634      4      1290      0
  26.5      1037      1       399      0
  24.4       657      4        89      0
  24.6       540      1       345      0
  24.7      1259      1       127      0
  20.6      2169      2      1395      0
  20.4       570      2      2623      0
  25.4      1075      2       749      0
  25.8       796      1       638      0
  20.2      1190      2      2329      0
  23.9       472      3      1045      1
  24.5       688      3      1397      0
  27.4       505      2       486      0
  26.1       637      4       707      0
  24.0      1137      4       527      0
  23.0       552      4       560      1
  21.8      1397      1      1776      0
  22.5      1023      1      1639      1
  20.8      2038      4       559      1
  25.1      1597      3       389      0
  22.8      1097      4      1303      0
  22.3       647      2      2053      0
  25.0       767      3       805      0
  25.5       685      2       575      0
  20.5      2785      2       662      1
  25.8       980      1       515      0
  22.8      1050      3      1407      1
  26.8       520      1       867      0
  23.0      1149      4      1219      0
  19.9       545      1      2585      0
  24.3       543      3      1640      0
  23.6      1742      2       565      0
  27.3       451      1        81      0
  22.6       863      3       360      0
  21.9       858      3      1240      1
  22.8      1046      2      1479      0
  26.0       589      2       882      0
  21.1      2381      2       990      0
  21.7      1500      3       546      1
  24.8      1075      3       382      0
  27.0       743      3       436      0
  25.7       847      3       455      0
  24.6       918      1       867      0
  21.5       855      2      1942      0
  20.7      1831      3      1505      0
  24.5       674      1      1045      0
  24.6       890      4      1259      0
  22.0       619      3      2039      0
  24.1      1077      3      1275      0
  28.5       343      4       359      0
  24.0      1551      3       181      0
  23.6       863      2       929      0
  25.6      1129      2        73      0
  27.1       731      4       499      0
  22.4      1328      3       737      0
  24.6      1008      3       855      1
  24.4       726      2       682      0
  22.3      1402      2       853      0
  24.8       633      2      1355      0
  23.1      1058      2      1416      0
  24.9      1305      2       762      0
  22.9      1070      4      1254      0
  25.8      1036      1       577      0
  26.3      1077      1       198      0
  19.4      2333      4       699      1
  24.6       971      4      1115      0
  20.0      1245      1      2505      0
  23.3      1758      1        37      0
  25.5      1196      1        68      0
  20.7      1283      1       527      1
  19.8      1418      1      1905      0
  22.4       571      1       781      1
  25.2       719      2       649      1
  25.2      1681      1        71      0
  26.0       911      1       721      0
  22.3       691      1       919      1
  25.3      1407      3       249      0
  22.8       518      4       131      0
  22.9      1396      2      1273      0
  26.1       917      4       135      0
  26.2      1034      1       390      0
  22.6       795      3      1581      0
  22.6       945      2      1618      0
  23.1      1289      1      1303      0
  27.4       496      1        95      0
  26.8       843      4       274      0
  24.1       471      3      1442      0
  22.3      1481      1       827      0
  21.1      1127      1      1784      0
  24.3       749      2      1035      0
  25.6       901      4       317      0
  22.6       503      1       834      1
  20.9      1524      2       744      1
  24.5      1022      4        63      0
  24.7       847      3      1194      0
  27.5       655      3       359      0
  26.4       897      4       324      0
  22.3       736      2      1821      0
  25.4       926      4       412      0
  22.4      1990      2       697      0
  19.3      1062      2      1570      1
  23.3      1475      1        97      0
  25.5      1303      3        33      0
  27.7       694      1       352      0
  25.4      1253      4       516      0
  20.1      1492      3       756      1
  23.6      1062      2      1274      0
  22.3       931      2       490      1
  21.1       674      4       827      1
  23.1      1904      4       534      0
  20.4      1885      4       980      0
  22.6      1366      1       708      1
  25.7       643      3       965      0
  23.1      1045      1       727      0
  26.5       726      1       207      0
  19.8      2051      3      1464      0
  21.0       664      3      2790      0
  24.5      1454      1       482      0
  22.3      1305      3      1194      1
  24.4      1148      4       795      0
  22.2      1371      4      1595      0
  20.8      1197      2      2297      0
  23.8       865      3       954      0
  27.1      1161      1        86      0
  21.4       763      3       667      1
  25.8       394      3       458      1
  26.9       879      3       398      0
  19.9      1455      3      1898      0
  23.8       655      4       447      0
  25.3      1102      3       170      0
  22.7       917      2      1178      1
  23.9      1039      3      1146      0
  21.9       674      2       979      1
  24.5       744      3      1424      0
  20.1      2003      1      1142      0
  26.7      1178      4        51      0
  22.8       712      2       173      0
  22.5      1759      3       970      0
  22.8      1496      4       928      0
  19.3       449      4      2412      1
  25.1       643      3      1223      0
  23.9       860      1       254      0
  24.4       836      2      1025      0
  24.4      1086      3      1152      0
  21.9       586      4       494      0
  25.8       796      3       692      0
  25.9       965      4       370      0
  26.2       950      3       163      0
  24.7       405      1      1065      0
  20.7      1147      4      1935      0
  23.2      1333      1       419      0
  24.4      1105      1       443      0
  23.5       801      2       267      0
  24.8       974      2       714      0
  23.8      1092      4        27      0
  24.6       417      2      1029      1
  23.5       716      4      1295      0
  21.3       756      3      2446      0
  25.5       652      3       383      0
  26.5       868      4       168      0
  23.4      1124      1       874      0
  23.5      1944      3       491      0
  23.2       834      1      1550      0
  25.2       745      4      1191      0
  21.5       665      1      1970      0
  22.1      1402      1      1017      1
  22.3      1012      2      1276      1
  19.1      1309      3      2399      0
  24.0       757      1      1616      0
  25.4       931      1       848      0
  23.6      1334      1       724      1
  24.7      1539      2       273      0
  23.4      2116      2       477      0
  25.3       790      3       126      0
  23.7      1513      1       239      0
  20.9      1983      1       729      0
  25.0      1088      4       562      0
  21.3       568      1      1956      1
  26.6       952      3       494      0
  25.6       747      1       840      0
  19.7      1051      3      1219      1
  26.2       393      4       852      0
  20.4      1223      4      1701      1
  23.3      1142      4       711      0
  23.3       568      3      1991      0
  21.2       801      2      1429      1
  24.6      1070      3       175      0
  21.2      1939      4      1384      0
  24.8       730      2       594      0
  23.4      1339      1       891      0
  20.2      1145      1      1143      1
  26.0       746      1       631      1
  22.9      1095      3       767      1
  26.4       838      2       539      0
  24.9       592      1      1110      0
  24.5       830      3       812      0
  22.8      1118      4      1221      1
  22.0       697      1      2299      0
  25.9      1026      2        42      0
  24.6       576      3       948      0
  27.5       719      2       145      0
  20.7      1613      2       916      0
  26.3      1072      3       223      0
  20.6       595      1      2920      0
  22.5      1047      3       972      0
  25.0       364      1       812      1
  19.3      2014      2      1921      0
  23.6      1132      1       691      0
  22.0      1220      3      1752      0
  23.2      1015      4       772      0
  27.2       752      1       306      0
  23.9      1692      1       557      0
  24.5      1660      2       180      0
  25.4       647      1       670      1
  27.6       682      1       123      0
  27.3       882      3       254      0
  23.6       838      2       287      0
  18.8      1678      3      1931      0
  24.8       693      3      1052      0
  22.0      1491      2       899      0
  22.4      1145      4      1430      0
  27.6       837      4       163      0
  18.2      1026      1      2971      0
  26.9       982      1       252      0
  27.3       620      4       549      0
  23.7      1496      1       988      1
  23.8       648      3      1384      1
  20.1       682      2      2332      1
  21.5      2120      2       292      0
  24.0      1412      4       798      0
  26.9       675      4       559      0
  20.6       555      1      2929      0
  21.6       540      3      1601      0
  25.8       776      4       244      0
  20.2       940      2      1358      1
  23.3       361      3      1764      0
  22.0       762      3      1758      0
  25.0       967      3       546      1
  23.7       640      1      1219      1
  25.8       889      4       225      0
  26.2       657      2       824      0
  21.8      2436      2       328      0
  25.9      1045      1       188      0
  18.9      3466      4       369      0
  25.4      1350      3       533      0
  24.6       940      2       678      0
  23.0       665      4      1397      1
  23.2      1664      3       261      0
  22.3       833      1      1735      0
  24.9       682      3       930      0
  20.2      1444      4      1003      0
  19.8      1620      3      2327      0
  19.7      2294      1      1291      0
  23.2      2027      2       224      0
  22.3      1402      3      1586      0
  26.3       684      1       392      0
  22.3      1248      3      1769      0
  21.0      1553      4       703      0
  26.7       612      1       306      0
  25.0       715      3       946      0
  21.2      1087      4      2163      1
  22.9      1175      3      1055      0
  22.4       765      1      1374      1
  25.0       928      2       697      0
  23.8      1512      1       830      0
  26.2       898      1       495      0
  21.4       801      1      1819      0
  24.0      1269      2       786      0
  24.5      1316      4        76      0
  20.5       551      3      2344      0
  23.5       479      4      1482      0
  22.1       533      3      1245      0
  21.4      2345      2       400      0
  24.4      1841      3       131      0
  25.8       564      1      1179      0
  23.0       742      1      2003      0
  22.5      1486      1       928      0
  23.6       793      3      1462      0
  24.3       712      4      1456      0
  22.0      1171      3      1328      0
  26.5       723      1       192      0
  23.7       810      4       501      0
  24.3      1051      1      1251      0
  27.4       607      2       102      0
  22.8      1104      4      1648      0
  24.4       930      2      1120      0
  21.7      2383      2       188      0
  21.4      1378      3      1745      0
  22.5      1920      2       732      0
  20.2      1413      4       872      1
  21.2      2109      3      1210      0
  20.8      1917      1       820      1
  24.8       739      4       581      0
  25.9       812      4       226      0
  24.7      1275      3       101      0
  24.2      1851      2       123      0
  23.1       773      2      1435      1
  24.5       576      2      1179      0
  21.0       667      3       881      0
  22.2      1945      1       610      1
  22.3      2834      2        38      0
  24.0       580      2       377      0
  26.6      1360      4        74      0
  22.8      1384      3      1403      0
  24.4      1259      3       611      0
  23.6       540      2       531      1
  25.1       414      3       552      1
  25.7       732      2       903      0
  26.9      1072      2       147      0
  24.8      1497      1       424      0
  25.9       764      1       517      0
  25.5       736      4       642      0
  21.8      1628      3       752      0
  24.2       578      1      1054      0
  22.1      1448      4      1388      0
  22.0       998      3      1888      0
  21.9      1545      1      1229      0
  24.6       578      2       972      0
  19.4      2344      3      1116      0
  24.1       734      3      1260      0
  22.9      1141      4       659      0
  22.4      1120      4      1391      1
  25.3       391      2      1341      0
  27.3       986      2        73      0
  26.0       642      2       251      0
  19.9      1142      4      2768      0
  24.8       810      4       773      0
  25.7      1447      3       134      0
  24.1      1003      1       839      0
  23.1       458      2       979      0
  22.5       755      4      1191      0
  24.3      1006      2       970      0
  22.7      1375      3       665      0
  26.6      1053      2        18      0
  25.7       917      3        96      0
  26.6      1166      2       158      0
  23.9      1183      1       524      0
  26.6       675      4       426      0
  21.4      1234      1      1363      1
  25.4       785      3       215      0
  24.6      1104      2       466      0
  21.2      2907      4       245      0
  22.2       962      1       842      0
  26.4      1304      1        69      0
  23.9       967      2       876      0
  24.4       676      3       462      0
  27.1       682      2        71      0
  24.0       619      2      1375      1
  22.6      2314      4       261      0
  21.0      1477      3       482      0
  22.3       665      1      1775      0
  25.8      1318      3        54      0
  27.7       698      3       293      0
  23.1       660      2      1590      0
  24.5      1487      2       639      0
  23.8      1014      2      1331      0
  23.8       978      4       520      0
  24.3      1401      3       364      0
  25.2       684      4      1247      0
  20.3       789      1      1964      1
  24.2      1241      2       534      0
  26.9      1097      1       205      0
  23.8      1097      2      1008      0
  21.3      1106      4      2240      0
  24.5      1170      1      1035      0
  24.9       425      4       972      0
  20.6       939      2      2674      0
  23.1       739      4      1470      0
  23.0      1170      1      1486      0
  19.8       766      2      1004      1
  21.3       724      4       983      0
  26.3       926      3       522      0
  22.8       986      2      1504      0
  26.8       739      4       471      0
  25.2       687      4       450      0
  22.6      1460      3      1440      0
  25.7       505      1       594      0
  28.6       399      1       246      0
  25.9       956      1       683      0
  28.6       640      2        21      0
  22.1       689      1       830      0
  23.2       555      2       480      1
  22.3      1442      3      1166      0
  25.8       559      2       546      0
  22.6       639      2       314      0
  28.1       692      2       139      0
  27.9       863      1        46      0
  22.6      1418      1      1194      1
  23.9      1353      4       771      0
  24.6       983      1       393      0
  25.2       986      4       120      0
  26.0       875      2       205      0
  25.1       475      2       599      0
  26.9       806      4        33      0
  22.9      2151      4       236      0
  27.4       849      1        32      0
  25.5      1187      1       464      0
  26.8       909      1       427      0
  25.6      1421      3       230      0
  21.5      1031      3      2081      0
  23.5       705      3      1232      0
  23.0      1365      4      1328      0
  22.9      1433      2      1249      0
  22.0      1350      4      1060      0
  20.9       775      2      2398      0
  24.1      1090      3       514      0
  24.7      1123      1       838      0
  24.7      1344      3       385      1
  24.4      1155      2        69      0
  19.3       499      3      2997      0
  24.1       651      2       969      1
  23.5       712      4       460      0
  27.7       904      1        27      0
  23.4       833      1      1556      0
  23.3      1207      4       544      0
  22.3      1837      4       674      0
  22.8      2031      2       769      0
  26.2       882      1       185      0
  25.3      1017      1       417      0
  23.5      1710      3       751      0
  25.0       475      2       132      0
  20.4       849      3      1938      1
  24.8      1384      2       717      0
  26.9      1166      1        74      0
  25.4      1006      2       858      0
  21.0       793      2      2527      0
  21.5       748      1       874      0
  24.9      1024      4       742      0
  24.7       704      2       214      0
  26.0       754      1       325      0
  25.6       563      3       163      0
  23.4       645      4      1261      0
  24.3       850      2       823      0
  23.7       914      4       562      0
  23.3       768      4       881      0
  24.0      1178      3       947      0
  22.4      1794      1       876      1
  25.9      1182      3       464      0
  26.5       574      1       128      0
  20.5       468      1       785      1
  25.1       838      1       413      1
  27.6       538      4       507      0
  25.9       632      3        31      0
  27.1       561      4       496      0
  22.0      1544      3       636      0
  20.4      1087      2      1683      0
  25.0      1524      3        16      0
  23.6      1257      2      1258      0
  23.1      1459      4       707      0
  24.7      1500      1       370      0
  26.5       917      1        74      0
  21.2      2123      4       478      0
  20.0      1221      3      1581      1
  19.6      2018      4       912      1
  24.9       584      2      1085      0
  23.2      1071      4       819      0
  25.9       391      1       698      0
  23.3      1882      3       451      0
  26.1       877      2       748      0
  26.2      1434      3       183      0
  23.5       780      2       883      0
  23.3      1254      3      1287      0
  26.9       936      1       156      0
  23.6      1382      3      1024      0
  27.7       587      1       418      0
  25.2      1455      1        46      0
  22.8       788      3      1554      1
  19.6      2541      3       236      0
  25.6      1067      3       744      0
  25.9      1690      3        13      0
  24.9       815      1      1074      0
  22.4      1140      1      1305      0
  24.3       647      1      1196      0
  27.7       905      4        38      0
  25.8       479      4       741      0
  23.6      1435      4       604      0
  26.2       945      1       201      0
  21.9      1598      2       663      0
  25.1      1399      4       600      0
  23.4      1338      4       330      0
  22.0      1881      3       472      0
  21.7      1120      1      1703      0
  25.6       756      1       741      0
  23.2       859      4      1646      0
  23.4      1402      2       609      0
  23.3      1135      3       911      0
  27.4       918      2        40      0
  25.5      1047      3       750      0
  22.9       650      3      2061      0
  27.8       500      4       145      0
  24.6       986      2       859      0
  19.8      2080      1      1527      0
  19.2      1688      3      1542      0
  23.0      1033      2      1022      1
  21.5       386      1       392      1
  23.6      1880      3       469      0
  22.4      1494      1       729      0
  20.4      1942      2      1072      1
  23.1      1256      2       418      0
  21.7       928      4       670      1
  24.1       684      1      1220      0
  23.9      1495      1       581      0
  21.6       420      3      2710      0
  20.1      1657      4       646      1
  20.7       865      3      2461      0
  25.9       517      4       925      0
  21.4      2640      2        55      0
  22.7       939      2      1524      0
  24.3       517      2       768      0
  21.9      1115      2      1039      0
  22.6      1350      3       528      0
  27.2       512      3       481      0
  24.9      1765      3       259      0
  26.6       994      4       450      0
  26.4      1063      1        30      0
  21.4      1546      4      1540      0
  21.5       793      4      2120      0
  26.9       575      3        94      0
  20.9      1431      4      1874      0
  26.2      1028      4       472      0
  21.4      1234      3      1638      0
  20.6       435      1      1022      1
  22.4      1321      2      1228      0
  23.2       576      3       690      1
  21.0       713      1      2783      0
  23.1       497      1      1420      1
  24.8      1073      1       199      0
  19.8      1018      3      2726      0
  23.3      1031      3       687      0
  20.0      1064      1       689      1
  26.5      1043      4       415      0
  22.5      1136      4      1602      0
  23.6      1015      1       669      0
  21.6       528      2       764      1
  25.1      1106      3       534      0
  26.5       931      3       301      0
  23.5       509      3      2016      0
  23.9       653      1      1745      0
  25.0       608      1       595      0
  21.7      1470      3      1020      0
  25.4      1104      1        45      0
  25.4       791      3       625      0
  26.5       829      1       454      0
  25.1      1027      1       831      0
  26.9       790      2       482      0
  21.9      1207      3       241      0
  25.6       946      4       679      0
  23.1       835      1      1559      0
  26.4      1231      2        50      0
  22.7       786      4      1792      0
  24.7      1302      1       600      0
  21.3      1273      4       722      1
  19.6      2494      3      1184      0
  22.4      1830      3       806      0
  20.7      1052      3       921      1
  20.7      1552      3      1876      0
  27.2       869      2       112      0
  24.6       821      3      1089      0
  21.3      1991      1      1310      0
  23.6      1102      4       892      0
  26.4       749      2        40      0
  22.3       503      2      1529      1
  23.3       614      3      1108      1
  22.8       555      4      2025      0
  19.1       574      1      1258      1
  21.9       847      3       767      1
  24.6       995      4       654      0
  25.1       693      3      1112      0
  26.1      1030      2       168      0
  23.7      1452      4       825      0
  22.1      1334      4       812      0
  26.4      1124      2       141      0
  19.1      2554      4       979      0
  25.2       693      1      1180      0
  23.8      1287      3       492      0
  21.3      1401      2      1847      0
  22.2       532      2       400      0
  19.7      2372      3       988      0
  25.5      1118      4       254      0
  25.6      1192      3        68      0
  24.1       904      1       812      0
  28.3       650      3       145      0
  22.8      1371      4      1197      0
  22.5      1687      4      1216      0
  24.6      1091      1      1098      0
  27.3       782      2       412      0
  19.8      1002      1      2550      0
  22.7       756      4      2130      0
  22.8      1240      4      1437      0
  21.9      1002      4      1866      0
  19.4      2009      3       938      1
  26.0       863      2       169      0
  24.3      1075      2       673      1
  21.5      1558      2      1037      0
  21.8      1081      3      1925      0
  24.8       752      1       608      0
  28.7       462      4       226      0
  24.3       907      3       622      0
  26.9       523      1       312      0
  23.1       403      3      1756      0
  23.4      1108      4      1235      0
  22.3       971      4      1485      0
  24.0       515      4       842      0
  24.0       886      3      1064      1
  24.4       549      1      1656      0
  26.6       993      1       205      0
  24.8       963      2       801      0
  21.5      1899      2       742      1
  22.2      1168      1      1815      0
  24.5       405      1       483      1
  23.3       575      2      1372      0
  21.1       747      1      1681      1
  22.0      1096      4      1927      0
  25.7       679      1       884      0
  24.3      1808      1       335      0
  26.5       731      3       587      0
  19.8      1537      3      1052      0
  24.4      1689      3       352      0
  26.8       663      3       267      0
  21.7      1257      4      1560      0
  27.1      1083      2        95      0
  18.9      1965      1      1577      0
  24.9      1608      1        59      0
  22.3      1104      3      1711      0
  19.0       776      3      3219      0
  25.9       896      3       344      0
  27.9       458      4       489      0
  25.8      1025      4       607      0
  25.1      1733      3       234      0
  20.3      1198      3       687      0
  24.7       937      2       858      0
  22.8       694      3      1695      0
  23.4      1202      2       638      0
  20.5       585      4      2537      0
  25.8       878      4       430      0
  20.8      2225      4       569      1
  22.5      2019      2       882      0
  23.0      1158      3       374      0
  23.0       760      3      1305      0
  26.4       909      2       443      0
  25.4       586      1      1012      0
  24.3      1475      4        24      0
  23.9       820      3       985      1
  22.4       878      3      1844      1
  23.4       850      2      1542      0
  25.0       920      3       447      0
  23.5      1068      4       875      0
  25.1      1208      4       556      0
  20.2       693      3      2252      0
  26.7      1095      3        65      0
  22.3      1078      3      1624      0
  23.0      1794      2       805      0
  21.7      1031      1       843      1
  25.2      1072      3       396      0
  25.2      1353      1       170      0
  25.4       779      3      1069      0
  22.1      1055      2      1517      0
  26.3      1269      2       231      0
